Project;Version;Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;bugs
xalan;2.5.0;org.apache.xalan.xpath.XBooleanStatic;2;3;0;3;5;0;0;3;2;0.0;18;0.0;1;0.96428573;0.6666667;1;1;7.5;0;0;;1;0;;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$TypedFollowingSiblingIterator;2;4;0;3;8;0;1;3;2;0.0;89;1.0;1;0.9444444;0.6666667;3;4;42.5;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.transformer.ResultNameSpace;1;1;0;0;2;0;0;0;1;2.0;16;0.0;1;0.0;1.0;0;0;12.0;1;1;2;1;0;;1
xalan;2.5.0;org.apache.xalan.templates.ElemCopy;4;4;0;10;25;6;1;9;4;2.0;121;0.0;0;0.98536587;0.625;2;4;29.25;3;1;29;1;0;;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.ApplyTemplates;6;3;0;27;62;0;2;27;5;0.65;379;1.0;3;0.91803277;0.30555555;1;6;61.5;3;2;31;1;0;;1
xalan;2.5.0;org.apache.xml.dtm.FactoryFinder;7;1;0;3;35;11;1;2;0;0.6111111;395;0.6666667;0;0.0;0.33333334;0;0;55.0;3;2;367;0;0;;0
xalan;2.5.0;org.apache.xpath.objects.XBoolean;10;3;1;27;18;3;25;3;9;0.7777778;98;0.0;2;0.9102564;0.33333334;2;22;8.5;3;1;6;1;1;;1
xalan;2.5.0;org.apache.xalan.templates.ElemTemplateElement;85;2;29;94;127;3140;83;17;74;0.9126984;1307;0.75;3;0.5647668;0.09204152;1;12;14.235294;6;3;111;1;1;;4
xalan;2.5.0;org.apache.xalan.xsltc.compiler.ConcatCall;3;4;0;19;22;3;0;19;3;2.0;131;0.0;0;0.97959185;0.44444445;3;14;42.666668;2;1;17;1;0;;0
xalan;2.5.0;org.apache.xalan.transformer.TransformerHandlerImpl;36;1;0;10;100;0;2;9;33;0.8175824;914;0.9230769;2;0.0;0.17662337;0;0;24.027779;3;1;54;1;0;;0
xalan;2.5.0;org.apache.xml.utils.SuballocatedByteVector;18;1;0;0;20;3;0;0;10;0.32941177;830;1.0;0;0.0;0.6851852;0;0;44.833332;1;1;2;1;0;;1
xalan;2.5.0;org.apache.xalan.templates.ElemVariable;22;3;3;35;70;151;18;23;19;0.82857144;390;0.8;2;0.9074074;0.16818182;2;15;16.5;3;1;25;1;1;;2
xalan;2.5.0;org.apache.xpath.compiler.PsuedoNames;1;1;0;0;2;0;0;0;1;2.0;10;0.0;0;0.0;1.0;0;0;3.0;1;1;2;1;0;;0
xalan;2.5.0;org.apache.xml.utils.StringVector;11;1;0;8;15;0;8;0;11;0.425;234;1.0;0;0.0;0.5151515;0;0;19.90909;1;1;2;1;0;;1
xalan;2.5.0;org.apache.xalan.xsltc.dom.DocumentCache;10;1;0;7;52;17;1;7;4;0.654321;402;1.0;1;0.0;0.2875;0;0;38.3;3;2;71;1;0;;1
xalan;2.5.0;org.apache.xalan.xsltc.runtime.output.StringOutputBuffer;5;1;0;1;11;0;0;1;5;0.0;41;1.0;0;0.0;0.36;0;0;7.0;3;2;99;0;0;;0
xalan;2.5.0;org.apache.xalan.lib.sql.ObjectArray$_ObjectArray;1;1;0;1;2;0;1;1;1;2.0;13;0.5;1;0.0;1.0;0;0;10.0;;0;;;0;;0
xalan;2.5.0;org.apache.xml.serializer.ToTextStream;24;3;0;3;44;258;2;1;22;2.0;376;0.0;0;0.8802083;0.3611111;2;14;14.666667;1;1;650;0;0;;1
xalan;2.5.0;org.apache.xalan.processor.ProcessorUnknown;3;5;0;3;4;3;1;2;3;2.0;8;0.0;0;0.9906977;0.6666667;1;2;1.6666666;2;1;12;1;0;;2
xalan;2.5.0;org.apache.xalan.xsltc.compiler.Whitespace;14;3;0;30;79;79;1;29;7;1.0307692;805;0.3;0;0.82191783;0.20714286;2;6;55.785713;2;1;28;1;0;;0
xalan;2.5.0;org.apache.xpath.axes.FilterExprIterator;14;6;0;11;32;0;1;11;11;0.7307692;163;1.0;2;0.9142857;0.23469388;4;8;10.357142;2;1;58;1;0;;0
xalan;2.5.0;org.apache.xalan.templates.StylesheetComposed;11;4;1;17;45;39;10;10;9;0.8;333;1.0;0;0.96428573;0.3090909;1;2;28.90909;2;1;16;1;0;;0
xalan;2.5.0;org.apache.xalan.lib.sql.SQLErrorDocument;4;5;0;4;13;0;1;3;2;0.6363636;179;1.0;0;0.9895288;0.55;1;1;41.0;2;1;11;1;0;;0
xalan;2.5.0;org.apache.xpath.operations.String;2;3;0;5;4;1;1;4;2;2.0;9;0.0;0;0.9756098;0.75;1;1;3.5;1;1;2;1;0;;0
xalan;2.5.0;org.apache.xalan.extensions.ExtensionHandlerExsltFunction;9;2;0;15;33;28;0;15;7;0.625;221;1.0;2;0.46153846;0.325;1;1;23.222221;3;1;88;1;1;;1
xalan;2.5.0;org.apache.xalan.xsltc.dom.AdaptiveResultTreeImpl;121;3;0;16;345;0;2;15;118;0.80833334;1630;1.0;3;0.63384616;0.13444445;1;18;12.413223;3;1;1370;0;0;;1
xalan;2.5.0;org.apache.xalan.xsltc.trax.TransformerFactoryImpl;34;3;0;14;143;369;5;13;24;0.9032634;1703;0.5769231;0;0.3846154;0.14285715;1;2;48.32353;16;5;959;1;2;;5
xalan;2.5.0;org.apache.xpath.XPathProcessorException;2;5;0;4;4;1;3;1;2;2.0;11;0.0;0;1.0;0.8333333;0;0;4.5;1;1;2;1;0;;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.util.RealType;28;3;0;42;61;370;13;34;26;1.0;533;0.0;0;0.5645161;0.18154761;1;3;18.0;3;1;26;1;0;;0
xalan;2.5.0;org.apache.xalan.templates.ElemPI;8;3;0;11;33;8;1;10;8;0.42857143;164;1.0;1;0.9655172;0.3;2;5;19.375;2;1;12;1;0;;2
xalan;2.5.0;org.apache.xalan.lib.sql.DTMDocument;96;4;2;15;197;0;2;13;66;0.9198381;2568;1.0;2;0.4973545;0.18087122;1;26;25.614584;5;2;126;1;2;;1
xalan;2.5.0;org.apache.xml.dtm.ref.IncrementalSAXSource;5;1;0;6;5;10;6;0;5;2.0;5;0.0;0;0.0;0.33333334;0;0;0.0;2;1;6;1;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.trax.TemplatesImpl;16;1;0;7;34;10;4;6;7;0.58666664;399;1.0;2;0.0;0.21481481;0;0;23.3125;4;2;85;1;1;;2
xalan;2.5.0;org.apache.xpath.res.XPATHErrorResources_zh_CN;3;4;0;1;4;1;0;1;2;1.4285715;1872;0.0;0;0.97619045;1.0;0;0;618.3333;4;2;1470;0;0;;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.SymbolTable;25;1;0;91;48;214;89;9;24;0.89166665;494;1.0;1;0.0;0.18545455;0;0;18.36;2;1;7;1;0;;0
xalan;2.5.0;org.apache.xml.serializer.SerializerBase;65;1;3;12;109;1852;3;9;46;0.96510416;842;0.93333334;4;0.0;0.1397436;0;0;11.492308;2;2;1272;0;0;;2
xalan;2.5.0;org.apache.xpath.XPathContext;78;2;1;173;145;2203;156;23;76;0.9345238;1077;0.7916667;13;0.2;0.06993007;0;0;12.5;8;2;217;1;3;;3
xalan;2.5.0;org.apache.xalan.xsltc.compiler.Otherwise;4;3;0;11;12;6;2;10;3;2.0;43;0.0;0;0.9491525;0.4;1;4;9.75;2;1;7;1;0;;0
xalan;2.5.0;org.apache.xml.utils.StringToIntTable;8;1;0;2;12;0;2;0;8;0.52380955;217;0.8333333;0;0.0;0.5833333;0;0;25.375;1;1;2;1;0;;1
xalan;2.5.0;org.apache.xml.utils.MutableAttrListImpl;5;2;0;1;18;10;1;0;5;2.0;107;0.0;0;0.8888889;0.6;1;2;20.4;2;1;7;1;0;;1
xalan;2.5.0;org.apache.xml.utils.synthetic.TestDriver;7;1;0;5;33;15;1;5;4;0.8333333;189;0.5;0;0.0;0.23333333;0;0;25.714285;2;1;5;1;0;;1
xalan;2.5.0;org.apache.xml.res.XMLErrorResources_sv;3;4;0;1;4;1;0;1;2;1.3;875;0.0;0;0.97619045;1.0;0;0;289.0;2;1;667;0;0;;0
xalan;2.5.0;org.apache.xml.res.XMLErrorResources;5;3;10;10;16;8;10;0;3;1.2435898;1171;0.0;0;0.9268293;0.33333334;0;0;217.6;4;1;557;0;0;;1
xalan;2.5.0;org.apache.xalan.res.XSLTErrorResources;5;3;10;10;16;8;10;0;3;1.2479508;4275;0.0;0;0.9268293;0.33333334;0;0;805.2;9;3;2740;1;3;;2
xalan;2.5.0;org.apache.xml.utils.res.XResources_he;3;4;0;1;4;1;0;1;2;0.5;426;0.0;0;0.97619045;1.0;0;0;140.66667;2;1;6;1;0;;1
xalan;2.5.0;org.apache.xml.utils.RawCharacterHandler;1;1;0;0;1;0;0;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;1;1;2;1;0;;1
xalan;2.5.0;org.apache.xalan.xsltc.dom.FilterIterator;9;2;0;4;24;0;0;4;9;0.625;109;1.0;2;0.61904764;0.2888889;1;6;10.777778;3;2;58;1;0;;0
xalan;2.5.0;org.apache.xpath.functions.Function3Args;9;5;4;12;23;6;5;8;8;0.375;124;0.0;1;0.875;0.35555556;4;15;12.666667;2;1;4;1;0;;1
xalan;2.5.0;org.apache.xalan.templates.ElemExsltFuncResult;5;4;0;9;13;10;3;6;5;2.0;54;0.0;0;0.98190045;0.6;3;7;9.8;3;1;88;1;1;;2
xalan;2.5.0;org.apache.xpath.SourceTree;1;1;0;1;2;0;1;0;1;2.0;12;0.0;0;0.0;1.0;0;0;9.0;2;1;3;1;0;;1
xalan;2.5.0;org.apache.xml.dtm.ref.CoroutineManager;6;1;0;4;17;0;3;1;6;0.7;183;0.0;0;0.0;0.7222222;0;0;28.5;3;1;15;1;0;;1
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$NamespaceAttributeIterator;3;3;0;4;9;0;1;3;3;0.5;58;1.0;1;0.88235295;0.6666667;2;4;17.666666;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.processor.XSLTElementDef;37;1;1;8;57;440;6;4;0;0.79320985;812;0.7222222;3;0.0;0.2891892;0;0;20.45946;3;1;16;1;1;;0
xalan;2.5.0;org.apache.xml.utils.IntVector;20;1;1;5;22;0;5;0;20;0.34210527;497;1.0;0;0.0;0.6;0;0;23.65;2;2;29;1;1;;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.Whitespace$WhitespaceRule;7;1;0;1;12;7;1;0;7;0.8;114;1.0;0;0.0;0.35714287;0;0;14.571428;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.StringLengthCall;2;4;0;11;13;1;0;11;2;2.0;44;0.0;0;0.9896907;0.6;2;4;21.0;2;1;10;1;0;;0
xalan;2.5.0;org.apache.xpath.compiler.Keywords;3;1;0;4;9;1;4;0;2;1.4568965;583;0.8965517;0;0.0;0.5;0;0;174.0;1;1;2;1;0;;1
xalan;2.5.0;org.apache.xalan.xsltc.dom.DOMAdapter;55;1;0;12;112;0;5;7;51;0.83148146;576;1.0;3;0.0;0.21414141;0;0;9.290909;5;2;574;1;0;;1
xalan;2.5.0;org.apache.xpath.XPathContext$XPathExpressionContext;9;1;0;13;22;0;3;11;9;0.0;88;1.0;1;0.0;0.3611111;0;0;8.666667;;0;;;0;;0
xalan;2.5.0;org.apache.xpath.functions.Function2Args;9;4;7;15;23;6;8;8;8;0.375;123;0.0;1;0.85714287;0.35555556;3;9;12.555555;2;1;4;1;0;;1
xalan;2.5.0;org.apache.xalan.transformer.TransformerClient;1;1;0;2;1;0;1;1;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;1;1;2;1;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.TransletOutput;5;3;0;20;33;0;0;20;4;0.5;176;1.0;1;0.93333334;0.33333334;2;7;33.8;4;2;33;1;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.runtime.ErrorMessages;3;3;0;0;4;1;0;0;2;0.5;234;1.0;0;0.974359;1.0;0;0;76.666664;5;2;438;1;1;;2
xalan;2.5.0;org.apache.xml.dtm.ref.sax2dtm.SAX2DTM2$TypedRootIterator;2;4;0;4;7;0;0;4;2;0.0;73;1.0;1;0.9444444;0.6666667;3;4;34.5;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.dom.MultiDOM$NodeValueIterator;9;2;0;4;26;0;1;4;9;0.75;140;1.0;2;0.61904764;0.2962963;1;6;13.888889;;0;;;0;;0
xalan;2.5.0;org.apache.xml.utils.res.XResources_ka;3;4;0;1;4;1;0;1;2;0.5;614;0.0;0;0.97619045;1.0;0;0;203.33333;2;1;6;1;0;;1
xalan;2.5.0;org.apache.xalan.processor.XSLProcessorVersion;3;1;0;2;9;1;2;0;2;1.0;67;0.0;0;0.0;0.5;0;0;19.0;4;2;12;1;0;;1
xalan;2.5.0;org.apache.xml.dtm.DTMException;15;4;1;12;37;0;11;1;15;0.39285713;357;0.0;0;0.6296296;0.31111112;1;2;22.666666;3;1;68;1;0;;0
xalan;2.5.0;org.apache.xpath.axes.FilterExprIteratorSimple;16;5;0;16;44;8;4;13;14;0.75;261;1.0;2;0.89928055;0.18125;3;10;15.0625;2;1;59;1;0;;0
xalan;2.5.0;org.apache.xalan.trace.SelectionEvent;1;1;1;8;2;0;4;4;1;2.0;28;0.0;4;0.0;1.0;0;0;21.0;2;1;6;1;0;;1
xalan;2.5.0;org.apache.xalan.xsltc.dom.SingleNodeCounter$DefaultSingleNodeCounter;3;3;0;5;9;1;1;5;3;2.0;59;0.0;0;0.8947368;0.46666667;2;4;18.666666;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.Choose;3;3;0;24;37;3;2;23;2;2.0;245;0.0;0;0.9655172;0.5;2;4;80.666664;2;1;16;1;0;;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseTraversers$AttributeTraverser;4;2;0;3;8;0;1;3;2;0.0;59;1.0;1;0.6666667;0.5625;1;1;13.5;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.xpath.xml.ProblemListenerDefault;13;2;0;3;36;0;1;2;13;0.083333336;369;0.0;1;0.5;0.23076923;0;0;27.307692;0;0;;1;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.trax.Util;5;1;0;6;27;10;2;4;5;2.0;149;0.0;0;0.0;0.3;0;0;28.8;4;2;33;1;1;;3
xalan;2.5.0;org.apache.xalan.templates.ElemNumber$NumberFormatStringTokenizer;7;1;0;1;13;0;1;1;7;0.45833334;159;1.0;1;0.0;0.42857143;0;0;21.142857;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.XSLTC;57;1;0;24;146;1224;19;9;50;0.89540815;1289;0.82857144;3;0.0;0.11528822;0;0;21.0;8;3;139;1;0;;1
xalan;2.5.0;org.apache.xml.utils.NodeVector;30;1;1;9;33;0;9;0;30;0.4224138;933;1.0;0;0.0;0.4;0;0;29.966667;1;1;2;1;0;;1
xalan;2.5.0;org.apache.xml.dtm.SecuritySupport12$1;2;1;0;1;5;1;1;1;1;1.0;18;1.0;1;0.0;0.75;0;0;7.5;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.transformer.DecimalToRoman;1;1;0;2;2;0;2;0;1;2.0;20;0.0;0;0.0;1.0;0;0;15.0;1;1;2;1;0;;1
xalan;2.5.0;org.apache.xpath.functions.FuncSubstring;4;6;0;8;16;6;0;8;3;2.0;113;0.0;0;0.95522386;0.5;2;8;27.25;2;1;11;1;0;;1
xalan;2.5.0;org.apache.xml.utils.URI$MalformedURIException;2;4;0;2;4;1;2;0;2;2.0;9;0.0;0;1.0;0.75;0;0;3.5;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.DecimalFormatting;5;3;0;21;32;2;2;20;4;1.0;518;1.0;1;0.9375;0.4;3;7;102.0;3;2;48;1;0;;1
xalan;2.5.0;org.apache.xml.dtm.SecuritySupport12$4;2;1;0;1;5;0;1;1;1;0.33333334;33;1.0;1;0.0;0.625;0;0;14.0;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.processor.StylesheetPIHandler;6;2;0;3;26;3;1;2;6;0.73333335;462;0.0;0;0.77272725;0.45833334;1;1;75.0;2;1;16;1;0;;1
xalan;2.5.0;org.apache.xpath.functions.FuncFloor;2;4;0;5;7;1;0;5;2;2.0;15;0.0;0;0.97959185;0.75;1;6;6.5;2;1;9;1;0;;1
xalan;2.5.0;org.apache.xalan.transformer.TransformerImpl;130;2;0;117;391;7393;66;68;122;0.94235736;3398;0.74358976;16;0.09219858;0.053123575;1;2;24.83846;11;2;838;1;7;;9
xalan;2.5.0;org.apache.xalan.xsltc.dom.SingleNodeCounter;5;2;1;5;16;2;1;5;4;0.625;110;0.5;1;0.8235294;0.5;1;4;20.6;2;1;20;1;0;;0
xalan;2.5.0;org.apache.xml.res.XMLErrorResources_fr;3;4;0;1;4;1;0;1;2;1.3;875;0.0;0;0.97619045;1.0;0;0;289.0;2;1;558;0;0;;0
xalan;2.5.0;org.apache.xalan.transformer.KeyTable$1;2;5;0;3;3;1;1;3;1;1.0;11;1.0;1;0.99270076;0.6;1;1;4.0;;0;;;0;;0
xalan;2.5.0;org.apache.xml.serializer.Serializer;9;1;0;11;9;36;10;1;9;2.0;9;0.0;0;0.0;0.33333334;0;0;0.0;1;1;164;0;0;;0
xalan;2.5.0;org.apache.xml.serializer.SerializerConstants;1;1;0;1;2;0;1;0;0;2.0;27;0.0;0;0.0;0.0;0;0;10.0;1;1;100;0;0;;0
xalan;2.5.0;org.apache.xalan.extensions.ExtensionHandlerJavaClass;7;3;0;9;43;1;0;9;6;0.7;530;0.4;0;0.5714286;0.34920636;2;6;74.0;4;1;70;1;2;;1
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseTraversers$AncestorOrSelfTraverser;4;3;0;3;7;4;1;3;2;0.33333334;33;1.0;1;0.75;0.5625;1;1;7.0;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.templates.OutputProperties;35;3;0;15;75;323;9;7;35;0.20588236;556;1.0;0;0.8596491;0.23492064;0;0;14.857142;9;3;649;1;4;;2
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBase;93;1;1;17;137;4056;5;13;67;0.9223027;2311;0.7777778;14;0.0;0.17391305;0;0;23.55914;6;2;509;1;0;;2
xalan;2.5.0;org.apache.xalan.xsltc.compiler.StepPattern;20;6;1;53;99;50;8;46;13;0.83157897;1165;1.0;1;0.83898306;0.225;3;8;56.75;5;2;131;1;0;;1
xalan;2.5.0;org.apache.xalan.processor.ProcessorPreserveSpace;2;4;1;9;14;1;2;7;1;2.0;50;0.0;0;0.99526066;0.625;2;2;24.0;2;1;8;1;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.ProcessorVersion;3;1;0;0;9;1;0;0;2;0.5;44;1.0;0;0.0;0.5;0;0;12.666667;1;1;2;1;0;;0
xalan;2.5.0;org.apache.xpath.ExpressionNode;5;1;0;44;5;10;44;0;5;2.0;5;0.0;0;0.0;0.6;0;0;0.0;1;1;2;1;0;;0
xalan;2.5.0;org.apache.xalan.templates.XSLTVisitor;9;2;1;20;10;36;19;6;1;2.0;28;0.0;0;0.6;0.3148148;0;0;2.1111112;2;1;3;1;0;;0
xalan;2.5.0;org.apache.xml.utils.ThreadControllerWrapper$ThreadController;3;1;0;1;7;3;1;0;3;2.0;18;0.0;0;0.0;0.5833333;0;0;5.0;;0;;;0;;0
xalan;2.5.0;org.apache.xpath.SourceTreeManager;13;1;0;8;46;42;4;5;13;0.625;339;0.5;0;0.0;0.34065935;0;0;24.923077;3;2;46;1;0;;0
xalan;2.5.0;org.apache.xalan.xpath.xml.XMLParserLiaison;1;3;1;5;2;0;4;1;1;2.0;4;0.0;0;1.0;1.0;0;0;3.0;0;0;;1;0;;0
xalan;2.5.0;org.apache.xpath.axes.OneStepIterator;14;7;0;12;41;7;3;10;10;0.34615386;330;1.0;1;0.9172414;0.27380952;4;18;22.428572;4;2;133;1;2;;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.util.NodeSortRecordFactGenerator;2;4;0;3;3;1;1;2;2;2.0;13;0.0;0;0.9878049;0.6;0;0;5.5;2;1;6;1;0;;0
xalan;2.5.0;org.apache.xpath.operations.Mult;3;3;0;7;7;3;2;5;3;2.0;25;0.0;0;0.95348835;0.5555556;1;1;7.3333335;2;1;6;1;0;;0
xalan;2.5.0;org.apache.xalan.lib.NodeInfo;9;1;0;3;20;36;0;3;9;2.0;204;0.0;0;0.0;0.33333334;0;0;21.666666;2;1;8;1;0;;0
xalan;2.5.0;org.apache.xml.serializer.NamespaceMappings;9;1;0;12;32;0;12;0;8;0.6875;276;1.0;0;0.0;0.5555556;0;0;29.0;1;1;305;0;0;;1
xalan;2.5.0;org.apache.xalan.xslt.Process;7;1;0;8;109;21;0;8;2;2.0;2034;0.0;0;0.0;0.2;0;0;289.57144;6;3;454;1;1;;2
xalan;2.5.0;org.apache.xalan.processor.ProcessorGlobalParamDecl;3;5;0;6;10;3;1;5;1;2.0;30;0.0;0;0.9906977;0.5833333;1;2;9.0;2;1;7;1;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.Message;4;3;0;19;26;0;0;19;3;0.33333334;311;1.0;0;0.9491525;0.4;2;6;76.5;4;2;121;1;0;;0
xalan;2.5.0;org.apache.xpath.functions.WrongNumberArgsException;1;3;0;12;2;0;12;0;1;2.0;5;0.0;0;1.0;1.0;0;0;4.0;1;1;2;1;0;;1
xalan;2.5.0;org.apache.xalan.templates.ElemVariablePsuedo;3;4;0;8;9;1;1;7;3;0.5;26;0.0;1;0.99086756;0.5555556;0;0;7.3333335;2;1;57;1;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.dom.EmptyFilter;2;1;0;1;3;1;0;1;2;2.0;7;0.0;0;0.0;0.75;0;0;2.5;1;1;2;1;0;;0
xalan;2.5.0;org.apache.xpath.functions.FuncLocalPart;2;5;0;5;9;1;0;5;2;2.0;42;0.0;0;0.98214287;0.75;3;8;20.0;2;1;11;1;0;;1
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$AttributeIterator;3;3;0;3;11;0;1;3;3;0.0;58;1.0;1;0.88235295;0.5555556;2;4;18.0;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.templates.RedundentExprEliminator;38;3;0;27;128;607;1;27;6;0.9;1849;0.0;2;0.35714287;0.19459459;0;0;47.394737;2;1;3;1;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.util.VoidType;9;2;0;13;20;36;1;13;8;2.0;85;0.0;0;0.80487806;0.35185185;2;3;8.444445;3;2;18;1;0;;0
xalan;2.5.0;org.apache.xpath.FoundIndex;1;4;0;0;2;0;0;0;1;2.0;4;0.0;0;1.0;1.0;0;0;3.0;1;1;2;1;0;;1
xalan;2.5.0;org.apache.xalan.templates.Constants;1;2;0;1;2;0;0;1;1;2.0;338;0.0;0;0.0;1.0;0;0;3.0;5;1;113;1;1;;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.LocationPathPattern;13;4;3;13;19;64;5;8;13;0.8541667;107;1.0;1;0.8787879;0.23076923;2;3;6.923077;3;2;15;1;0;;0
xalan;2.5.0;org.apache.xalan.transformer.NodeSorter$NodeCompareElem;1;1;0;8;14;0;1;8;0;2.0;146;0.2;1;0.0;1.0;0;0;140.0;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.dom.DocumentCache$CachedDocument;13;1;0;6;22;48;1;6;13;0.875;151;1.0;2;0.0;0.34615386;0;0;10.0;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.dom.SimpleResultTreeImpl$SingletonIterator;6;2;0;3;9;0;1;3;6;0.65;93;0.25;1;0.7647059;0.5555556;1;4;13.833333;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.transformer.NodeSortKey;1;1;0;6;10;0;3;4;0;2.0;80;0.0;3;0.0;1.0;0;0;71.0;2;1;8;1;0;;1
xalan;2.5.0;org.apache.xalan.xsltc.runtime.Node;1;1;0;1;2;0;1;0;1;2.0;12;0.0;0;0.0;1.0;0;0;9.0;1;1;2;1;0;;0
xalan;2.5.0;org.apache.xpath.patterns.StepPattern$PredOwner;3;1;0;4;5;0;1;4;2;0.0;33;0.5;1;0.0;0.5;0;0;9.333333;;0;;;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.Closure;4;1;0;6;4;6;6;1;4;2.0;4;0.0;0;0.0;0.625;0;0;0.0;1;1;2;1;0;;0
xalan;2.5.0;org.apache.xml.utils.res.XResources_it;3;4;0;1;4;1;0;1;2;0.5;314;0.0;0;0.97619045;1.0;0;0;103.333336;3;2;123;0;0;;1
xalan;2.5.0;org.apache.xalan.extensions.MethodResolver$ConversionInfo;1;1;0;1;2;0;1;0;0;2.0;12;0.0;0;0.0;1.0;0;0;9.0;;0;;;0;;0
xalan;2.5.0;org.apache.xpath.res.XPATHMessages;5;2;1;2;13;4;1;1;4;0.875;115;1.0;0;0.6666667;0.5;0;0;21.6;3;1;195;0;0;;1
xalan;2.5.0;org.apache.xalan.xsltc.compiler.util.SlotAllocator;4;1;0;4;16;0;1;3;3;0.5;242;1.0;0;0.0;0.4375;0;0;58.5;2;1;4;1;0;;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseTraversers$DescendantOrSelfTraverser;4;4;1;4;5;6;2;3;1;0.6666667;21;1.0;1;0.8888889;0.5625;1;1;4.0;;0;;;0;;0
xalan;2.5.0;org.apache.xml.serializer.ElemDesc;4;1;0;2;8;0;1;1;0;1.2692307;80;0.0;1;0.0;0.8333333;0;0;12.5;1;1;203;0;0;;0
xalan;2.5.0;org.apache.xalan.templates.KeyDeclaration;9;3;0;11;17;16;7;6;9;0.75;79;1.0;3;0.9607843;0.2962963;1;2;7.4444447;2;1;4;1;0;;2
xalan;2.5.0;org.apache.xalan.xsltc.trax.TemplatesHandlerImpl;17;1;0;9;61;0;1;9;16;0.75;283;1.0;2;0.0;0.22875817;0;0;15.3529415;7;2;205;1;0;;1
xalan;2.5.0;org.apache.xml.utils.DOMOrder;1;1;0;1;1;0;1;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;2;1;79;0;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.VariableBase;19;3;2;29;61;99;14;18;18;0.9074074;335;1.0;3;0.7692308;0.19078948;1;5;16.0;2;1;16;1;0;;2
xalan;2.5.0;org.apache.xpath.axes.FilterExprIterator$filterExprOwner;3;1;0;4;7;0;1;4;2;0.0;24;1.0;1;0.0;0.5555556;0;0;6.6666665;;0;;;0;;0
xalan;2.5.0;org.apache.xpath.axes.ChildTestIterator;7;6;5;12;15;1;7;6;5;0.33333334;75;1.0;1;0.96240604;0.34285715;2;5;9.571428;3;1;31;1;1;;1
xalan;2.5.0;org.apache.xpath.axes.PathComponent;1;1;0;8;1;0;8;0;1;2.0;1;0.0;0;0.0;1.0;0;0;0.0;1;1;2;1;0;;0
xalan;2.5.0;org.apache.xalan.xsltc.compiler.AbsoluteLocationPath;7;3;0;19;28;0;1;18;7;0.0;143;1.0;1;0.93421054;0.2857143;2;7;19.285715;2;1;13;1;0;;0
xalan;2.5.0;org.apache.xml.utils.PrefixForUriEnumerator;3;1;0;1;9;0;1;1;2;0.0;67;1.0;1;0.0;0.5;0;0;20.0;0;0;;1;0;;0
xalan;2.5.0;org.apache.xml.dtm.ref.DTMDefaultBaseIterators$RootIterator;3;3;2;5;7;0;3;3;3;0.5;44;1.0;1;0.88235295;0.5555556;2;4;13.333333;;0;;;0;;0
